UNIQUD,NAME,MPP,CLP,CMP,GMP,MEP,CD8
NM_001161329,Nol11,67.5922,102.9809,156.793,141.8173,391.583,108.092
NM_019717,Atl2,19.8172,44.3003,75.0753,67.7954,196.9765,53.2137
NM_172276,Sfswap,245.5336,338.911,288.7911,295.0047,691.462,414.9184
NM_177266,Gfm2,52.4965,70.0529,83.4586,81.7207,251.6429,105.6058
NM_001177513,Gm7102,1.7059,3.787,1.7464,0.7331,5.6271,0.8315
NM_146319,Olfr727,0,0,0,0,0,0
NM_028757,Nebl,5.3804,0.7571,3.4918,1.0996,1.6083,15.8001
NM_001195006,Ndrg4,0,0,0,0,0,2.4936
NM_178663,Bend7,4.4615,1.8927,5.5865,0.7328,1.6097,0
NM_153542,Lrrc20,47.7825,71.9609,97.772,108.4688,308.75,59.0358
NM_001033277,Spryd3,66.5334,52.6304,90.4444,92.3466,208.2461,168.8047
NM_026700,Dopey2,4.986,2.6509,3.8417,8.795,23.3139,13.3043
NM_017383,Cntn6,4.9882,0.7574,0.6986,1.0994,6.4306,0
NM_175497,Actbl2,0,0,0,0,0,0
NM_001109687,Ehmt1,206.9497,291.5687,323.021,296.8266,451.0992,265.2579
NM_013821,Hsd3b6,0,0,0,0,0,0
NM_011099,Pkm,1423.1872,1388.2504,1304.5178,1999.8784,199.3762,634.4696
NR_030415,Mir301b,0,0,0,0,0,0
NM_028200,Vps9d1,69.16,71.5679,69.4912,63.032,65.9204,90.637
NM_010708,Lgals9,728.1903,1337.3762,789.8865,647.9118,3357.1203,417.4228
NM_001286214,Zfp386,33.0764,51.492,67.399,54.6022,52.2613,118.0682
NM_010345,Grb10,9.1901,14.0153,27.936,24.553,373.8682,1.6636
NM_001214911,Fignl2,0,0,0,0,0,0
NM_145635,Adig,0,0.7571,0,0,0,0
NM_015739,Gbx1,1.5745,1.8936,2.4436,2.5654,4.8223,3.3257
NM_001164585,Dnajc6,75.9831,82.5347,84.5147,57.1684,334.4835,6.6526
NM_007581,Cacnb3,0,0,0.3491,0.7328,0,4.9895
NR_037683,Snord42b,0.3936,0,1.0481,0,0,0
NM_025830,Wwp2,207.09,273.4131,325.8068,306.7283,411.6201,262.76
NM_001033440,Gm1587,0,0,0,0,0,0
NM_001163758,Skor1,0.1312,0,1.047,0,0,0
NM_001113419,Gm21949,30.7024,4.9238,2.4449,4.7638,21.7056,0.8315
NM_001168226,Morf4l2,24.6733,55.6639,73.6804,68.16,203.4106,19.9559
NM_001253869,Tmem205,168.8095,77.6331,203.5897,201.556,77.9727,0.8312
NM_001038643,Slco3a1,311.8339,146.9069,553.8216,538.701,58.6997,815.7329
NR_028310,4930503E24Rik,38.5808,114.7704,52.3811,60.1016,172.0514,49.0582
NM_001284229,Nasp,273.2541,663.5471,594.3344,563.632,1784.209,172.9448
NR_045088,A330076C08Rik,6.9536,0,0,0,1.607,0
NM_199308,Mast3,414.0722,400.6309,404.0049,341.1905,404.4294,477.2914
NM_019959,C1qtnf1,0,0,0,0,0,0
NM_001190322,Chchd7,100.2606,155.2821,112.4418,156.8477,328.0386,93.1254
NM_146561,Olfr873,0,0,0,0,0,0
NM_008819,Pemt,20.3414,24.6158,27.2419,23.4528,39.3966,13.3013
NM_027384,Tet1,66.7994,77.9824,72.9819,37.3765,59.5006,64.8508
NM_180962,Cyhr1,20.4682,21.5846,20.6015,19.7888,94.0698,45.7347
NM_009275,Srprb,131.3777,185.1959,197.6458,243.3362,403.6087,142.1938
NM_001109752,Dlg4,102.4845,142.7401,108.2463,70.3597,18.4905,134.7087
NM_030691,Igsf6,82.203,17.4259,250.7283,607.2357,40.2015,11.6444
NM_001038500,Esp1,0.3936,0,0,0,0,0
NM_009424,Traf6,35.4414,56.4108,53.4329,42.1424,94.0802,89.8109
NM_027552,Kynu,7.2166,16.2772,0.6984,1.4658,4.0201,4.9887
NM_198408,Crhbp,0.3936,2.6514,0,0,2.4131,0
NM_024199,Cstf1,81.0997,121.9443,87.2968,99.3089,189.7661,45.7375
NM_016713,Mink1,82.8067,60.9694,86.2504,76.225,147.1502,123.8986
NM_001007596,Rtn1,1.3121,1.5142,1.746,1.8327,0.8035,2.4936
NR_040403,Gm15417,3.2826,3.7877,2.4436,10.6278,39.4031,7.4863
NR_045960,4930448C13Rik,0,0,0,0,0,0
NM_020022,Rfc2,675.8236,786.9751,890.0671,695.1922,1243.8753,226.1664
NM_001167861,Wipf3,2.624,0,0.3491,0,0,0
NM_146506,Olfr945,0,0,0,0,0,0
NM_172832,Pcyox1l,80.3145,123.0743,187.1818,213.2812,190.567,20.7902
NR_104407,Eif4e1b,0,0,0,0,0,0
NM_170758,Cd300a,93.6993,82.9377,195.2082,189.097,54.6731,4.1577
NM_001159910,Ccdc85c,0.7873,0.3785,1.3965,0.3665,0.8035,2.4954
NM_001159548,Nr6a1,5.7749,3.4082,6.6348,8.0615,10.4505,9.1468
NM_001184709,Tfdp2,74.9325,120.0326,110.6952,86.1205,405.2369,44.0729
NR_046053,4931430N09Rik,0,0,0,0,0,0
NM_001081088,Lrp2,1.8375,0,0,0,1.6083,0
NM_001079929,Ccdc154,0,0,1.3965,0,0.8035,0
NM_001270512,Gm3376,0,0,0,0,0,0
NM_011292,Rpl9,98.2937,128.7526,136.8935,126.062,425.3183,178.779
NM_199322,Dot1l,149.6048,245.3973,226.9701,215.8509,717.299,216.1959
NM_001163518,Ccdc166,35.1713,45.4327,52.7277,49.8397,40.9982,59.0364
NM_001039181,Npr3,0,0,0,0,0,0
NM_001001334,BC061194,1.3121,0,0,0,0,1.6636
NM_009483,Kdm6a,39.1129,71.9266,102.3151,81.3548,222.6836,179.6061
NM_027839,Ceacam20,0.1312,1.5156,0.349,0.3665,0,0
NM_001161743,Hsd3b3,0.1312,0,0,0,0,0.8318
NM_134099,Fbxo4,19.0278,24.6146,41.9034,33.715,64.3253,55.7135
NM_026346,Fbxo32,22.308,42.7831,11.5236,6.2297,8.8435,54.8759
NM_024209,Ppp6c,30.5878,48.4654,63.2064,91.616,210.6275,86.4728
NM_028175,Lrrc8e,4.4608,1.1364,0,0,0,0.8318
NM_178671,Ubxn10,0,0,0,0,0,0
NM_199157,Ifnk,0,0,0,0,0,0
NM_011588,Trim28,1474.3803,1519.4115,1456.3995,1261.7963,2767.473,398.3185
NM_001011877,Rnase11,0,0,0,0,0,0
NM_028416,Kremen2,0.1312,0,0,0,0.8048,28.2698
NM_028924,Tc2n,0.656,0,0.3491,0,0.8048,0
NM_023579,Ipo5,461.3012,507.0741,695.2226,599.9127,1440.7794,226.1826
NM_001286066,Grk6,18.2395,37.1076,31.08,33.7164,44.2294,157.9823
NM_013879,Cabp1,1.1809,4.9233,1.3965,0,0,0.8318
NM_009443,Tgoln1,37.6697,87.0692,143.175,181.0362,228.3396,330.9574
NM_001025582,Dram2,20.9998,26.5024,46.7909,53.1399,76.3774,81.4849
NM_011328,Sct,0,3.7875,0,0,0,0
NM_001252662,Dmtn,2.2304,31.4473,5.2371,3.2987,242.8232,0.8312
NM_001278415,Ndufv2,293.7279,450.3046,607.9276,657.0811,1540.4013,292.6936
NM_011866,Pde10a,4.594,1.1364,11.8714,7.6957,8.0387,0
NM_146558,Olfr866,0,0,0,0,0,0
NM_025751,4933425L06Rik,0.2624,0,0,0,0,0
NR_040754,4930546K05Rik,2.3616,0,0,0,0,0
NM_146544,Olfr777,0,0,0,0,0,0
NM_028513,Actrt2,0,0,0,0,0,0
NM_133709,Chrdl2,1.4432,0,0,0,0,0
NM_001081336,Dgkh,14.4367,2.6498,13.9691,16.4925,4.8223,45.7324
NM_001168304,Cdk19,267.8263,481.9822,367.7067,223.1754,211.4611,334.2541
NM_021285,Myl1,0.3936,0.757,0,0,0,58.2262
NM_001110223,Dcx,1.5745,0,0,0,0,0
NM_007932,Eng,386.0623,382.4931,357.5752,239.3015,1473.8151,207.8588
NM_009884,Cebpg,159.9805,224.5562,209.1815,198.2511,401.2219,133.0375
NM_023314,Eif4e2,317.4613,608.6435,415.8814,486.3071,1485.6613,357.5623
NM_008752,Nxph2,0.3936,0,0,0,0,0
NM_016904,Cks1b,198.663,387.0794,279.0005,281.816,628.7763,17.4604
NM_001177700,Ablim2,4.0677,1.8939,3.1431,2.1992,4.8261,14.1388
NM_198624,Ubqlnl,0.1312,0,0,0,0,0
NM_008723,Npm3,52.1045,51.5116,110.6907,137.4275,343.3534,49.0576
NM_008253,Hmgb3,61.9364,154.9141,75.7728,65.2273,526.6273,4.9898
NM_139152,Asb18,2.7553,0.3785,1.0474,0,0,0
NM_177293,Mtap7d3,28.218,14.7677,43.9967,30.7837,16.8876,5.819
NM_001038613,Olfm1,15.6154,9.0869,29.6827,19.056,40.9982,1.6633
NM_178757,Irf2bp1,112.0776,152.2196,170.4131,151.3477,363.4364,123.8942
NM_024200,Mfn1,34.3812,59.0769,54.8246,65.2319,254.8804,59.0312
NM_177726,Tgm6,0.3937,0,0,0,0,0
NM_024237,Fbln7,0.1312,0,0,0,0,0
NM_172963,Soga2,2.2306,1.5152,1.7459,0.7325,5.6244,0.8318
NM_001114311,Stox2,11.0225,4.9218,16.7632,25.2863,2.4118,0.8312
NM_020020,Magea8,0,0,0,0,0,0
NM_029945,Smpd4,97.6324,153.7555,152.2496,150.984,534.6554,57.3754
NM_007588,Calcr,1.444,0.3789,0,0.3665,0,0
NM_001160016,Gnb1,230.0659,387.7445,536.3571,502.0513,880.3918,354.2255
NM_198661,Oog2,0,0,0,0,0,0
NM_025722,4921524J17Rik,54.988,64.3768,76.1245,74.3879,132.6653,75.6647
NR_045822,Gm4890,8.6601,15.5244,19.9068,10.995,15.2793,10.8089
NM_001285918,Gmnc,1.0496,0,0,0,0,0
NM_175034,Slc24a5,10.8911,13.6345,13.97,9.1619,28.1453,3.327
NM_001172152,Wdr17,0.656,0,0.3495,0,0,0
NR_037991,Gm2762,2.6242,0,0.3495,0,1.6083,8.3175
NM_001200028,Pifo,0.2626,0,0,0.3664,0,0.8312
NM_001170746,Magi2,69.4255,18.1772,16.4138,6.9625,20.0975,9.9778
NR_045922,1700051A21Rik,0,0,0,0,0,0
NM_001190490,Dmpk,1.5747,23.1077,3.1433,1.8322,38.5839,4.1591
NM_025696,Sorcs3,8.7911,0.7576,2.4442,1.4662,4.0201,0.8318
NM_178697,Clca5,1.4432,0,0,0,0,0
NM_053152,Klra22,10.8919,23.4704,1.7464,1.8324,2.4118,316.8567
NM_001253745,Fcer2a,2.4928,1.1356,0.3491,0.3664,0.8035,5.8186
NM_029094,Pik3cb,26.6487,17.7985,41.5585,45.0741,106.1361,11.6424
NM_194263,Tbx20,0.3943,0,0,0.3665,0,0
NM_008611,Mmp8,46.5816,8.7076,61.4642,20.1559,66.6991,1.663
NM_146065,Atf7,78.4937,120.7803,216.153,211.4495,147.1254,246.1233
NM_019428,Rpp30,35.4374,56.0399,57.2679,70.3595,193.7704,29.936
NM_028910,Olfr701,0,0,0.6983,0,0,0
NM_001195031,Pag1,71.1285,180.9782,90.0923,56.7996,91.6722,330.0958
NM_011527,Tal1,95.2824,96.5757,251.7752,144.7503,1607.1516,0.8315
NM_008137,Gna14,12.5989,7.9544,44.35,29.3176,209.0599,0.8312
NM_019412,Prx,10.2343,19.3157,14.3164,9.5278,25.7386,0.8315
NM_001271584,Dnajc5,291.0691,385.0967,384.1054,396.518,755.0875,586.207
NM_008486,Anpep,1.1809,0,2.0942,0.7331,1.6097,0
NM_001166709,Vmn1r207-ps,0,0,0,0,0,0
NR_040686,8430423G03Rik,0.656,5.6793,0,0.3664,0,0
NM_001277891,Fkbp6,0.7872,0,0.6985,0.3665,1.6097,0
NM_025613,Eid1,261.0265,349.1418,402.2714,391.0163,828.0844,175.4575
NM_001162493,Mpst,100.2634,125.7321,144.5726,168.9346,414.8969,110.5934
NM_001283030,Spin1,41.3396,61.713,86.954,91.6187,72.3534,69.0158
NM_178258,Il22ra2,0.5253,0,1.7455,5.1309,0,0
NM_001135688,Ly6h,0,0,0,0,0,0
NM_001079901,Repin1,56.6858,67.0155,43.6495,37.7456,62.708,7.486
NM_027945,Csl,1.0499,3.0303,0,0,7.2365,0
NM_213728,Krt72,0,0,0,0,0,0
NM_013611,Nodal,0,0,0,0,0,0
NM_001114400,Gm15127,0.9185,0,0.6983,0,0,0
NM_026402,Atg3,92.132,111.7078,197.2981,207.0544,319.1981,151.3418
NM_024228,Gdpd3,22.8388,16.6606,39.4601,56.8003,12.0615,27.4403
NM_001285478,Hp1bp3,515.9962,755.0124,761.916,753.0987,859.5185,542.1394
NM_027456,Armc9,42.907,66.2733,33.8723,37.0127,210.6747,52.3806
NM_021888,Qtrt1,102.2353,166.6101,152.2471,185.0606,455.0498,233.6635
NM_029928,Ptprb,10.1028,0,0,0,0,1.6636
NM_027287,Dnajb4,9.1865,13.2507,26.1909,25.2865,85.2184,27.4382
NM_027024,Cst13,0,0,0,0,0,0
NR_015596,4930442L01Rik,0,0,0,0,0,0
NM_145819,Mzf1,12.2112,6.0566,6.2862,4.397,16.0787,9.9759
NM_009406,Tnni3,7.7424,5.2998,8.3803,5.4965,9.6535,3.3254
NM_025648,Farsa,269.9887,277.5797,415.8843,439.7584,916.5652,208.7112
NM_001110230,Celf2,542.03,873.4345,1109.4007,1052.4735,329.6367,1302.1445
NM_001177667,Sptan1,131.7516,181.0131,157.4993,149.8837,12.8663,373.3464
NR_105854,Mirlet7k,0,0,0,0,0,0
NM_021445,Cts6,0,0,0,0,0,0
NM_019741,Slc2a5,9.5776,2.6502,0,0,0.8048,1.6636
NM_009780,C4b,0.656,3.4089,0,0,0,0
NM_011981,Zfp260,38.1916,65.1148,103.0129,85.7526,73.9658,213.7057
NM_019411,Ppp2ca,190.1813,262.4188,409.5948,370.4946,764.4917,234.4882
NM_026104,Tmco5,0,0,0,0,0,0
NM_010787,Mea1,85.1666,134.4457,92.8898,110.667,236.3715,97.2858
NM_178687,Cd226,5.9041,2.6498,0.349,1.466,0.8035,423.2265
NM_011672,Ufd1l,133.6062,132.5167,177.3921,218.4121,615.8776,258.6001
NM_173789,Helt,0,0,0,0,0,0
NM_027500,4933434E20Rik,6.4314,15.1431,16.0608,18.6886,14.4758,25.7761
NM_028126,Strada,206.4306,358.2004,338.7197,264.5882,371.4357,348.4049
NR_045329,A330032B11Rik,2.7554,0.3785,0,0.7331,0,0
NM_023815,Trp53rk,38.5824,41.6463,44.6985,43.9769,72.3655,31.599
NM_078478,Ghitm,230.8564,316.575,373.284,409.7116,814.4345,316.8044
NM_145391,Tapbpl,67.1836,63.997,55.8723,66.6955,42.6078,194.5811
NM_207690,Espn,11.9402,17.0385,6.6364,7.6959,32.1601,8.3155
NM_015766,Ebi3,128.8682,114.3743,150.508,167.8388,15.2779,1.663
NR_105995,Mir7028,0,0,0,0.3662,0,0
NM_145134,Spsb4,11.8147,11.3607,22.3494,35.5459,1.6083,1.6636
NM_001198824,App,61.7031,37.4999,133.7483,303.4368,50.6441,34.9212
NM_021897,Trp53inp1,11.2855,63.2211,13.2693,6.2295,20.9047,241.9811
NR_033573,4930512B01Rik,8.1344,2.2727,1.0471,0,0.8048,0
NM_009367,Tgfb2,1.7059,0.3785,2.4445,2.565,4.8223,3.3262
NM_009582,Map3k12,4.5933,9.0876,3.8407,4.0313,8.8475,20.7875
NM_009338,Acat2,37.7954,55.6612,71.2369,71.462,160.8093,45.7334
NM_001145857,Lrp4,2.4929,0,0.6981,2.565,1.607,0
NM_178740,Slitrk4,0,0,0,0,0,0
NM_001286538,Sigmar1,147.3713,174.5725,206.73,236.7324,344.9496,108.9336
NM_029257,4930564C03Rik,0,0,0,0,0,0
NR_105865,Mir6900,0,0,0,0,0.8048,0
NR_045009,Gm15987,21.9276,20.0674,41.5569,52.4031,11.2593,6.6525
NM_001172107,Gramd1c,9.9733,13.2494,12.9206,9.5283,63.5112,29.1033
NM_009417,Tpo,3.0178,0,0,0,0,0.8318
NM_199201,Cd300lh,0,0,0,0,0,0
NR_002848,6430411K18Rik,0,0,0,0,0,0
NM_009345,Dntt,3726.1841,6159.3985,165.8704,20.1551,44.2359,145.5099
NM_030712,Cxcr6,1.9696,0.3785,0,0,0,173.7899
NM_001285884,Med15,82.6785,93.1561,145.2623,118.3686,228.3302,131.371
NM_023738,Uba7,288.1583,210.1498,182.631,129.7283,379.5323,360.0407
NR_033301,Gm5627,1.968,0,0.3495,1.4657,0,0
NM_001190989,Ndfip2,28.215,31.0453,55.521,42.5099,78.0042,98.9555
NM_009408,Top1,414.4833,736.5778,698.0595,666.605,1661.2454,391.6398
NM_147008,Olfr393,0,0,0,0,0,0
NM_009658,Akr1b3,17.9763,20.4499,27.5873,20.5223,23.3125,35.7534
NM_011838,Lynx1,19.2904,41.2709,2.7939,1.4659,0.8048,14.972
NM_001037841,Cklf,46.3224,59.0717,49.5869,60.4639,73.1687,125.5536
NM_026110,Paxbp1,302.6472,353.3015,285.6404,243.3348,640.054,248.6229
NM_009070,Rnps1,36.0939,56.4171,55.1773,64.864,138.2975,69.8478
NM_001076554,Sptan1,131.7516,181.0131,157.4993,149.8837,12.8663,373.3464
NM_001004193,Rhox8,0,0,0,0,0,0
NR_046281,4930502E09Rik,0.2624,0.7571,0,0,0.8048,0.8318
NM_001008498,Wdr34,76.113,118.5338,114.19,94.5453,250.0556,7.4837
NM_011824,Grem1,0.1312,0,0,0,0,0
NM_145228,Oas1h,0,0,0,0,0,0
NM_175660,Hist1h2ab,8.136,20.8326,7.6825,2.1986,20.108,0
NM_139148,Clca4,0,0,0,0,0,0
NM_029617,Casc5,51.1873,92.0196,186.8321,113.9694,485.5962,12.4724
NR_033495,Gm13629,2.4928,0,0.3494,0.3665,1.607,0
NM_147040,Olfr1351,0,0,0,0,0,0
NM_207176,Tes,271.7563,286.9774,311.833,223.9084,43.4219,544.6323
NM_134068,Dusp22,39.5005,64.7416,40.1564,20.5205,6.4344,73.1737
NR_045759,4930413M19Rik,0.6569,0,0,0,0,0
NR_106191,Mir8111,0,0,0,0,0,0
NM_194065,Wbscr28,0,0,0,0,0,0
NM_001166653,Cdkl3,8.3981,12.4991,8.731,6.5961,28.14,8.3154
NM_008220,Hbb-bt,44.7448,791.7322,48.5396,12.095,490.4708,33.2496
NM_172748,Fbxl19,36.2236,57.568,38.4138,35.5454,51.4673,17.4607
NM_011119,Pa2g4,836.8664,1000.9208,1402.308,1434.3838,3729.8246,410.7824
NM_028736,Grip1,19.0245,0,1.0478,0,3.2153,2.4954
NM_134081,Dnajc9,213.9093,282.1318,305.8784,263.8584,693.0544,191.2473
NR_015506,4833418N02Rik,9.1884,6.0566,9.08,8.7953,5.6271,5.8202
NM_183272,Fam24a,0,0,0,0,0,0
NM_001276248,Cp,8.5282,1.1356,12.5708,9.5278,6.4306,4.1583
NM_177282,Mical2,8.9242,1.136,12.2203,6.2294,1.6083,9.1467
NM_153749,Mill1,0.1314,0,0,0,0,0
NR_033546,Gm15348,0,0,0,0,0,0
NR_003248,Foxl2os,0,0,0,0,0,0
NM_027350,Nars,188.875,235.5607,305.8931,385.5131,871.5547,177.9403
NM_145741,Gdf10,0,0,0,0,0,0
NM_001254947,BC035044,13.2584,44.29,65.6476,58.2673,5.6282,5.8217
NR_106185,Mir8106,0,0,0,0,0,0
NR_045472,1810007C17Rik,0,0,0,0,0,0
NM_181590,Shq1,54.5923,68.1611,81.0144,104.4395,208.2539,52.3838
NR_030420,Mir592,0,0,0,0,0,0
NM_024433,Mtap,90.813,104.5079,222.4425,163.8075,388.2785,153.0068
NM_001085554,Gm10922,0,0,0,0,0,0
NR_045310,A430088P11Rik,9.9715,12.1136,0,0,3.2166,59.0351
NM_009565,Zbtb7b,59.4494,29.5448,45.3999,60.8316,204.2036,24.1178
NM_175245,Mzt1,107.0834,166.2538,155.3821,119.4731,428.5387,69.846
NR_045095,Gm20098,3.2801,0,0,0,0,9.9756
NM_029748,Tmem234,410.5434,614.2718,565.3199,448.93,1466.4226,679.3665
NM_001110211,Anxa6,250.3949,241.2417,228.3832,242.9562,117.4256,1260.6015
NM_011031,P4ha2,1.1811,0,0,0,8.0454,0
NM_174992,Smagp,1.8369,14.7746,4.8886,3.2979,5.6296,0.8315
NM_001163590,Stx11,10.6321,5.682,18.5045,28.2173,130.2131,15.8005
NM_013908,Fbxw5,116.2862,119.6724,155.3914,152.4464,320.0013,148.006
NM_001110239,Acp1,44.8805,74.2381,58.314,73.6625,340.0963,34.0924
NM_146045,B4galt7,7.2196,9.4646,5.5877,9.8949,12.0572,39.0813
NM_028005,2310047M10Rik,66.4154,84.0742,97.4253,136.6884,101.3181,89.8098
NM_008920,Prg2,9.7092,302.7018,1.746,162.7017,2.4118,4.1575
NM_009761,Bnip3l,35.9648,104.877,141.0811,122.0319,298.2551,189.5798
NM_001033453,Pdp1,6.9579,8.7077,29.3334,26.3864,20.8969,9.147
NM_133346,Asb6,107.8645,166.2521,96.7276,90.8842,417.2772,190.4184
NM_021476,Cysltr1,4.3315,1.5142,8.7314,12.4608,2.4105,0.8318
NM_173738,Zfp940,8.2709,6.0582,10.1271,7.3282,5.6322,10.8088
NM_001271565,Armc3,22.8321,20.0671,13.9692,12.4607,4.0201,31.5964
NM_001244692,St18,14.9589,5.2996,8.0315,1.8324,2.4105,4.9881
NM_010273,Gdi1,194.7422,190.0742,184.7242,158.6824,300.6863,325.9491
NM_133915,Pxn,381.6613,396.8577,352.6943,398.7187,369.0502,310.1588
NM_011172,Prodh,112.2256,79.5246,183.3351,231.2404,127.8473,5.8217
NM_181278,B230219D22Rik,254.6032,337.3763,379.2242,378.1933,636.7665,314.3181
NM_027939,1700006A11Rik,1.7056,0,0,0,0,0
NM_001105252,Tmc5,5.7728,0,0,0,0,0
NM_178750,Ss18l1,11.5488,20.8258,12.2228,18.3234,12.0628,16.6307
NM_144938,C1s,1.0496,0,0,0,0,0
NM_026479,Zcchc10,32.02,56.4161,94.9816,76.956,174.4764,61.5342
NR_105962,Mir6996,0,0,0,0,0,0
NM_010293,Gykl1,0,0,0,0,0,0
NM_144804,Depdc7,4.2004,4.9228,21.6494,17.5898,1.6097,0
NM_146273,Olfr448,0,0,0,0,0,0
NM_130892,Rtn4ip1,28.0837,43.5553,37.7144,51.3033,86.0389,24.9466
NM_001037842,Cml3,0,0,0,0,0,0
NM_011221,Purb,466.4232,590.0146,457.8055,447.8054,1485.0427,605.3417
NM_178749,Stk32a,0.3937,0,0,0,1.607,0
NM_001198877,Dync1i2,194.6069,307.5197,288.4264,214.0187,644.8275,203.7206
NM_001166685,Cep95,69.8157,113.6042,97.0788,85.0177,197.8126,162.1471
NM_001164819,Slc52a3,1.5745,1.136,0.6981,0,3.2178,9.9811
NR_035447,Mir1901,0,0,0,0,0,0
NM_207633,Yipf6,18.7665,37.8653,28.984,36.6437,139.1037,49.0564
NM_146103,Tmem185b,16.5358,22.7204,36.3186,49.1075,43.4022,39.0804
NM_001168405,Ankrd55,4.9858,0.7571,0.3491,0,0.8035,4.9884
NM_001164571,Rffl,56.0502,51.4896,139.6874,179.1949,430.8891,162.1469
NM_011902,Tekt2,0.3937,2.2712,0,0.7331,0,0
NR_030273,Mir20b,0,0,0,0,0,0
NM_001114399,Zmym4,104.5858,155.6222,199.3912,163.0752,242.8099,195.3924
NM_025435,Thoc7,175.2139,312.8154,359.6765,383.69,1214.9381,166.3055
NM_019875,Abcb9,15.0887,16.2862,15.3638,5.8632,110.9571,187.9331
NM_001177987,Zmym3,35.6938,39.379,52.7322,35.5458,65.1288,34.9275
NM_001136270,Prr24,90.1522,122.3219,134.09,69.6285,370.5979,110.5974
NM_001008502,Bbs12,12.728,23.8551,26.5406,14.6581,82.812,17.4626
NM_146378,Olfr794,0,0,0,0,0,0
NM_008895,Pomc,7.2163,16.2824,8.0322,11.3606,8.044,6.6542
NM_001025286,Nkain2,25.5878,20.8266,10.1296,6.9604,8.8449,18.2943
NM_001099307,Gm7173,1.312,1.5141,0,0,2.4105,0
NM_030203,Tspyl4,9.0528,18.9291,5.589,4.764,1.6097,53.216
NM_029610,Lyrm1,13.7852,10.9791,14.3174,15.0259,12.8637,16.6317
NM_001081083,Armc3,22.8321,20.0671,13.9692,12.4607,4.0201,31.5964
NR_040277,Plxna4os1,8.0037,14.3888,2.444,1.8327,0,0
NM_001284189,Homer1,9.1873,9.0896,22.3471,15.3921,55.4675,26.6105
NM_001285483,Htr1d,0.3936,0,0,0,0,0
NM_134228,Vmn1r70,0,0,0,0,0,0
NR_027289,Gm16119,5.7741,9.8433,18.8552,6.2289,23.3114,11.6394
NM_146955,Olfr60,0,0,0,0,0,0
NM_008828,Pgk1,8.3986,10.9825,17.4609,15.3914,13.6642,12.4726
NM_009969,Csf2,0,0,0,0,0,0
NM_001285887,Zmym6,33.0717,46.1905,50.2853,41.4099,76.3814,53.2165
NM_001168502,Zfp57,0.2624,0.3785,0.6985,0.3662,0.8035,0
NM_019704,Tmem115,62.8682,74.5941,62.858,86.8503,197.7825,67.3527
NM_206536,AB124611,28.3549,104.9183,47.8408,120.5652,56.2604,705.1451
NM_001081077,Cwf19l1,47.7738,71.1919,94.6328,91.9801,222.7138,64.8544
NR_106166,Mir8091,0,0,0,0.7331,0.8048,0
NM_027091,Nup35,26.5093,30.674,38.413,42.1432,143.9246,35.7531
NM_033584,Pcdhga1,62.0652,59.0756,58.3167,41.0439,54.6823,44.0678
NM_019748,Sae1,532.1904,837.0509,617.3603,593.3115,1310.5164,324.2931
NR_029719,Mir148a,0,0,0,0,0,0
NM_181402,Parp11,77.8149,108.2907,91.1456,78.424,107.725,141.3614
NM_001037711,Cgn,0,0,0,0,1.607,0
NM_001081137,Sis,0.5248,0.3785,0,0,0,0
NM_007953,Esrra,125.074,166.9867,199.7345,201.9231,293.4918,193.7485
NM_026877,Aspscr1,129.0181,135.9458,123.2703,113.9654,215.501,182.1056
NM_152134,Homer1,9.0561,9.0896,21.2998,14.2928,55.4675,23.2842
NM_001035246,Trpm3,7.872,0,0,0.3664,0.8035,0.8318
NM_001242381,Slc4a10,5.3797,0,1.0481,0,0,0.8318
NM_025299,Txnl4a,591.6175,842.2572,750.4324,846.5502,1851.7781,598.6892
NM_026352,Ppid,79.2748,146.9314,164.1333,194.592,518.5072,82.3196
NM_172690,N28178,0.6562,0,0.6981,0,0,0
NM_001162989,Phax,136.3372,182.5485,159.583,166.0117,339.319,91.4671
NM_080433,Fezf2,0,0,0,0,0,0
NM_001161744,Hsd3b3,0.1312,0,0,0,0,0.8318
NM_173010,Ube3a,61.3062,63.6035,100.574,90.1492,217.1209,91.4675
NM_025276,Evpl,38.3134,52.6236,13.6202,5.1298,2.4131,0.8318
NM_001163848,Tbc1d24,24.9363,36.7294,63.2096,55.3346,210.6657,6.6525
NM_001040654,Cdkn2a,0,0,0.6988,0,0,4.1591
NM_020483,Sap30bp,49.0839,102.9947,83.8059,64.1317,163.2055,93.967
NM_001282148,Gm15816,0.2624,0.7579,0,1.0994,1.6083,0
NM_001161822,Rgs17,7.2161,0,0.6988,0,0.8048,2.4945
NM_027008,Kctd5,52.0994,94.2948,82.0631,95.2814,188.9548,54.0498
NM_207138,Olfr149,0,0,0,0,0,0
NM_146958,Olfr171,0,0,0,0,0,0
NM_001167588,Gm17677,0,0,0,0,0,0
NM_130861,Slco1a5,1.4432,0,0,0.3665,0,4.1591
NM_001170489,Aplf,23.2258,34.4634,43.3033,40.3131,191.365,8.3146
NM_021309,Sh2d2a,4.9856,14.01,0,0,0,368.3743
NM_001034029,Il17re,35.0355,15.142,3.143,0.7328,8.0349,2.4945
NM_001099276,Pik3c2b,9.7111,11.7368,13.2703,18.6896,23.3074,6.6524
NM_172285,Plcg2,597.8572,851.2613,616.6707,621.1622,137.494,36.5878
NM_016813,Nxf1,205.8052,276.7757,400.5263,336.414,951.8773,556.2734
